"Nombre","Waze"
"Parque Nacional Volcán Poás","https://www.waze.com/ul?ll=10.198%2C-84.233&navigate=yes"
"Parque Recreativo Universidad para la Paz - El Rodeo, Cantón de Mora","https://www.waze.com/ul?ll=9.922%2C-84.278&navigate=yes"
"Peñón de Guacalillo y Peñón de Tárcoles","https://www.waze.com/ul?ll=9.8195821%2C-84.6625726&navigate=yes"
"Pico Blanco","https://www.waze.com/ul?ll=9.875717%2C-84.141937&navigate=yes"
"Piedra de Fuego – Esparza, Puntarenas","https://www.waze.com/ul?ll=10.013%2C-84.618&navigate=yes"
"Piedra del Minero – Aserrí ⛏️🌄","https://www.waze.com/ul?ll=9.865%2C-84.124&navigate=yes"
"Playa Agujas Norte","https://www.waze.com/ul?ll=10.0267158%2C-85.7369133&navigate=yes"
"Playa Bajo Grande","https://www.waze.com/ul?ll=10.2654722%2C-85.8516074&navigate=yes"
"Playa Balsal","https://www.waze.com/ul?ll=9.625954%2C-84.6541854&navigate=yes"
"Playa Balsitas","https://www.waze.com/ul?ll=9.5691455%2C-85.1166612&navigate=yes"
"Playa Barrigona (Cóbano)","https://www.waze.com/ul?ll=9.9373364%2C-84.9176969&navigate=yes"
"Playa Barrigona (Sámara)","https://www.waze.com/ul?ll=9.8823515%2C-85.5764406&navigate=yes"
"Playa Biesanz","https://www.waze.com/ul?ll=9.553904%2C-83.86586&navigate=yes"
"Playa Bochinche","https://www.waze.com/ul?ll=9.7318429%2C-84.6437868&navigate=yes"
"Playa Bonita (Limón)","https://www.waze.com/ul?ll=10.0098609%2C-83.0634597&navigate=yes"
"Playa Cabuyal","https://www.waze.com/ul?ll=10.6755463%2C-85.6531442&navigate=yes"
"Playa Camarita","https://www.waze.com/ul?ll=10.116045%2C-85.0114448&navigate=yes"
"Playa Carmen","https://www.waze.com/ul?ll=9.6255215%2C-85.1514938&navigate=yes"
"Playa Carrillo","https://www.waze.com/ul?ll=9.8681%2C-85.4858&navigate=yes"
"Playa Chiquita","https://www.waze.com/ul?ll=9.6414105%2C-82.7109576&navigate=yes"
"Playa Conejera - Guanacaste","https://www.waze.com/ul?ll=10.6267399%2C-85.4436706&navigate=yes"
"Playa Coyotera","https://www.waze.com/ul?ll=11.0298546%2C-85.7165893&navigate=yes"
"Playa Cuevas","https://www.waze.com/ul?ll=9.5942361%2C-85.1429154&navigate=yes"
"Playa Dominical","https://www.waze.com/ul?ll=9.2502909%2C-83.8627532&navigate=yes"
"Playa Dominicalito","https://www.waze.com/ul?ll=9.2344184%2C-83.8429333&navigate=yes"
"Playa Doña Ana","https://www.waze.com/ul?ll=9.9563272%2C-84.7390864&navigate=yes"
"Playa Escondida (Jacó)","https://www.waze.com/ul?ll=9.6230496%2C-84.6428834&navigate=yes"
"Playa Escondida (La Cruz)","https://www.waze.com/ul?ll=10.9860849%2C-85.6998969&navigate=yes"
"Playa Espadilla (Quepos)","https://www.waze.com/ul?ll=9.3926157%2C-84.1519766&navigate=yes"
"Playa Espadilla Sur","https://www.waze.com/ul?ll=9.3839353%2C-84.1460104&navigate=yes"
"Playa Esterillos (Oeste, Centro, Este)","https://www.waze.com/ul?ll=9.5267392%2C-84.5022506&navigate=yes"
"Playa Flamingo","https://www.waze.com/ul?ll=10.4389%2C-85.7892&navigate=yes"
"Playa Frijolar","https://www.waze.com/ul?ll=10.0856047%2C-85.7788106&navigate=yes"
"PLAYA GRANDE & MINAS","https://www.waze.com/ul?ll=10.314%2C-85.833&navigate=yes"
"Playa Gringos","https://www.waze.com/ul?ll=10.9105564%2C-85.899811&navigate=yes"
"Playa Guarumo","https://www.waze.com/ul?ll=10.8985674%2C-85.916033&navigate=yes"
"Playa Hermosa (Cóbano)","https://www.waze.com/ul?ll=9.6662298%2C-85.1924656&navigate=yes"
"Playa Hermosa (Jacó - Surf)","https://www.waze.com/ul?ll=9.5740991%2C-84.6034681&navigate=yes"
"Playa Herradura","https://www.waze.com/ul?ll=9.6511798%2C-84.6600503&navigate=yes"
"Playa Icaco","https://www.waze.com/ul?ll=9.8890558%2C-84.7241677&navigate=yes"
"Playa Iguanita","https://www.waze.com/ul?ll=10.6322182%2C-85.6310034&navigate=yes"
"Playa Isidora","https://www.waze.com/ul?ll=8.7242158%2C-83.4670078&navigate=yes"
"Playa Jacó","https://www.waze.com/ul?ll=9.6093133%2C-84.6267353&navigate=yes"
"Playa Lagartillo","https://www.waze.com/ul?ll=10.214954%2C-85.8357414&navigate=yes"
"Playa Macha","https://www.waze.com/ul?ll=9.415768%2C-84.1646469&navigate=yes"
"Playa Malpaís","https://www.waze.com/ul?ll=9.600274%2C-85.1424544&navigate=yes"
"Playa Mansita","https://www.waze.com/ul?ll=10.244751%2C-85.8470989&navigate=yes"
"Playa Mariquita","https://www.waze.com/ul?ll=10.852946%2C-85.8246662&navigate=yes"
"Playa Matapalo (Dominical)","https://www.waze.com/ul?ll=9.3256093%2C-83.9751251&navigate=yes"
"Playa Monte del Barco","https://www.waze.com/ul?ll=10.6085465%2C-85.6410551&navigate=yes"
"Playa Montezuma","https://www.waze.com/ul?ll=9.6566007%2C-85.0652953&navigate=yes"
"Playa Morros","https://www.waze.com/ul?ll=10.9091236%2C-85.9071495&navigate=yes"
"Playa Mostrencal","https://www.waze.com/ul?ll=10.9952175%2C-85.7092528&navigate=yes"
"Playa Muertos","https://www.waze.com/ul?ll=9.7450282%2C-84.9876129&navigate=yes"
"Playa Nance","https://www.waze.com/ul?ll=10.8030291%2C-85.6990234&navigate=yes"
"PLAYA PANAMÁ - GOLFO DE PAPAGAYO","https://www.waze.com/ul?ll=10.5916459%2C-85.6503797&navigate=yes"
"Playa Papaturro","https://www.waze.com/ul?ll=11.0273195%2C-85.6933365&navigate=yes"
"Playa Pavones","https://www.waze.com/ul?ll=8.3951665%2C-83.1375292&navigate=yes"
"Playa Pedregosa (Guanacaste)","https://www.waze.com/ul?ll=10.3779697%2C-85.8455676&navigate=yes"
"Playa Pelada","https://www.waze.com/ul?ll=9.9546799%2C-85.6751755&navigate=yes"
"Playa Penca","https://www.waze.com/ul?ll=10.4622111%2C-85.7764359&navigate=yes"
"Playa Piedra Colorada","https://www.waze.com/ul?ll=9.6611217%2C-85.0589904&navigate=yes"
"Playa Piro","https://www.waze.com/ul?ll=8.3925587%2C-83.3320299&navigate=yes"
"Playa Playita (Quepos)","https://www.waze.com/ul?ll=9.3736695%2C-84.1229917&navigate=yes"
"Playa Pleito","https://www.waze.com/ul?ll=10.0357479%2C-85.7430245&navigate=yes"
"Playa Prieta","https://www.waze.com/ul?ll=10.469157%2C-85.777938&navigate=yes"
"Playa Prieta - Guanacaste","https://www.waze.com/ul?ll=10.6267399%2C-85.4436706&navigate=yes"
"Playa Punta Uva","https://www.waze.com/ul?ll=9.638763%2C-82.6935388&navigate=yes"
"Playa Respingue","https://www.waze.com/ul?ll=10.8567182%2C-85.8449437&navigate=yes"
"Playa Santa Teresa","https://www.waze.com/ul?ll=9.6438065%2C-85.1703544&navigate=yes"
"Playa Suecos","https://www.waze.com/ul?ll=9.6083965%2C-85.1349713&navigate=yes"
"Playa Surco de Piedra","https://www.waze.com/ul?ll=10.1360688%2C-85.7997301&navigate=yes"
"Playa Tambor y Bahía Ballena","https://www.waze.com/ul?ll=9.7175241%2C-85.0169985&navigate=yes"
"Playa Toyosa","https://www.waze.com/ul?ll=10.9828391%2C-85.6953016&navigate=yes"
"Playa Tulemar","https://www.waze.com/ul?ll=9.4077568%2C-84.1635125&navigate=yes"
"Playa Ventanas","https://www.waze.com/ul?ll=9.0898819%2C-83.6767857&navigate=yes"
"Playa Virador","https://www.waze.com/ul?ll=10.649121%2C-85.650508&navigate=yes"
"Playa Vizcaya","https://www.waze.com/ul?ll=9.9163026%2C-82.9894104&navigate=yes"
"Playa Zancudo","https://www.waze.com/ul?ll=8.5158409%2C-83.1363675&navigate=yes"
"Playas Coloradas","https://www.waze.com/ul?ll=10.8605325%2C-85.8561017&navigate=yes"
"Playas del Coco","https://www.waze.com/ul?ll=10.5519%2C-85.6978&navigate=yes"
"Playas Península de Osa","https://www.waze.com/ul?ll=8.417%2C-83.279&navigate=yes"
"Poza La Presa - Colonia del Toro","https://www.waze.com/ul?ll=10.302883%2C-84.247582&navigate=yes"
"Poza Las Gradas - CARTAGO","https://www.waze.com/ul?ll=9.779963%2C-83.843063&navigate=yes"
"POZA LOS ABUELOS - Limón","https://www.waze.com/ul?ll=10.2127003%2C-83.6866091&navigate=yes"
"Poza Los Coyotes","https://www.waze.com/ul?ll=10.7112319%2C-85.4524353&navigate=yes"
"Poza Pénjamo - Ciudad Colón","https://www.waze.com/ul?ll=9.905%2C-84.242&navigate=yes"
"POZO AZUL - SARAPIQUI","https://www.waze.com/ul?ll=10.473523%2C-84.0167423&navigate=yes"
"Pozo Verde, una joya escondida en Zarcero","https://www.waze.com/ul?ll=10.256%2C-84.365&navigate=yes"
"Providencia de Dota","https://www.waze.com/ul?ll=9.553904%2C-83.86586&navigate=yes"
"Puente de los Cocodrilos (Río Tárcoles)","https://www.waze.com/ul?ll=9.8008654%2C-84.6061145&navigate=yes"
"Puerto Jiménez","https://www.waze.com/ul?ll=8.5354115%2C-83.3061343&navigate=yes"
"Puerto Viejo de Talamanca","https://www.waze.com/ul?ll=9.6564943%2C-82.7535654&navigate=yes"
"Punta Corralillo","https://www.waze.com/ul?ll=9.8994898%2C-84.7293693&navigate=yes"
"Punta Mala","https://www.waze.com/ul?ll=9.5206016%2C-84.5338409&navigate=yes"
"Quebrada Gata – San Carlos 💦🐾","https://www.waze.com/ul?ll=10.327%2C-84.249&navigate=yes"
"Rafiki Safari Lodge","https://www.waze.com/ul?ll=9.446543%2C-83.989556&navigate=yes"
"Rainmaker - Parrita","https://www.waze.com/ul?ll=9.5773362%2C-84.2142981&navigate=yes"
"Red Rubies: Cosechá felicidad entre frutas silvestres en Cartago","https://www.waze.com/ul?ll=9.92422501815302%2C-83.9018338783928&navigate=yes"
"Refugio de Aves Alexander Skutch - Los Cusingos","https://www.waze.com/ul?ll=9.33%2C-83.623&navigate=yes"
"Refugio de Vida Silvestre Barra del Colorado","https://www.waze.com/ul?ll=10.7337389%2C-83.7184525&navigate=yes"
"Refugio Mixto de Vida Silvestre Gandoca-Manzanillo","https://www.waze.com/ul?ll=9.6358327%2C-82.6526309&navigate=yes"
"Refugio Nacional Curú","https://www.waze.com/ul?ll=9.7911739%2C-84.9251954&navigate=yes"
"Reserva Biológica Isla del Caño","https://www.waze.com/ul?ll=8.7072947%2C-83.8817947&navigate=yes"
"Reserva Biológica Monteverde","https://www.waze.com/ul?ll=10.3158%2C-84.7962&navigate=yes"
"Reserva Ecológica Mosqueritos","https://www.waze.com/ul?ll=9.686%2C-83.936&navigate=yes"
"Reserva Karen Mogensen - Jicaral","https://www.waze.com/ul?ll=9.8697502%2C-85.0580083&navigate=yes"
"Reserva Natural Absoluta Cabo Blanco","https://www.waze.com/ul?ll=9.5627296%2C-85.1065681&navigate=yes"
"Rinconcito Lodge","https://www.waze.com/ul?ll=10.732706%2C-85.301054&navigate=yes"
"Río Celeste - Parque Nacional Volcán Tenorio","https://www.waze.com/ul?ll=10.658282%2C-84.9713512&navigate=yes"
"Río Cucaracho","https://www.waze.com/ul?ll=10.912%2C-85.313&navigate=yes"
"Río La Mina y mirador - Miramar","https://www.waze.com/ul?ll=10.159%2C-84.721&navigate=yes"
"Río Loro - Cartago: Un bosque urbano para desconectarse","https://www.waze.com/ul?ll=9.91%2C-83.945&navigate=yes"
"Río Pacuare","https://www.waze.com/ul?ll=9.9217242%2C-83.4574599&navigate=yes"
"RÍO PERDIDO – BAGACES","https://www.waze.com/ul?ll=10.594876%2C-85.201228&navigate=yes"
"Río Picagres - San José","https://www.waze.com/ul?ll=9.9016666%2C-84.3344836&navigate=yes"
"Roca Bruja & Playa Huevo","https://www.waze.com/ul?ll=10.551%2C-85.694&navigate=yes"
"Roca Verde - Bajos del Toro","https://www.waze.com/ul?ll=10.2144983%2C-84.297655&navigate=yes"
"Ruta del Agua","https://www.waze.com/ul?ll=9.352391%2C-83.84064&navigate=yes"
"Ruta del Agua – Cerros de Escazú 🌿💧","https://www.waze.com/ul?ll=9.893%2C-84.127&navigate=yes"
"Ruta Guana Clásico","https://www.waze.com/ul?ll=10.256%2C-84.365&navigate=yes"
"Ruta Pacífico Verde","https://www.waze.com/ul?ll=9.1635009%2C-83.7358514&navigate=yes"
"Salto Calvo - Hojancha","https://www.waze.com/ul?ll=9.978%2C-85.392&navigate=yes"
"Salto La Diosa - Limón","https://www.waze.com/ul?ll=10.2127003%2C-83.6866091&navigate=yes"
"Sámara - Guanacaste","https://www.waze.com/ul?ll=10.6267399%2C-85.4436706&navigate=yes"
"San Juanillo- Avellanas Grande","https://www.waze.com/ul?ll=10.031%2C-85.734&navigate=yes"
"San Vicente Hideaway - San Carlos","https://www.waze.com/ul?ll=10.279549%2C-84.3935183&navigate=yes"
"Santa Rosa & Junquillal - Guanacaste","https://www.waze.com/ul?ll=10.901%2C-85.732&navigate=yes"
"Santa Teresa y Montezuma 🌊🐴 | Vacaciones épicas en Puntarenas","https://www.waze.com/ul?ll=9.641%2C-85.16&navigate=yes"
"Senderos de Colón - Ciudad Colón","https://www.waze.com/ul?ll=9.9040953%2C-84.2480557&navigate=yes"
"Senderos La Arboleda - La Guácima","https://www.waze.com/ul?ll=9.9509643%2C-84.288444&navigate=yes"
"Sensoria - Aguas Claras","https://www.waze.com/ul?ll=10.856243%2C-85.346938&navigate=yes"
"Sitio Arqueológico Finca 6 (Esferas Diquís)","https://www.waze.com/ul?ll=8.9123205%2C-83.4781372&navigate=yes"
"SUP Herradura 🏄‍♂️🌴","https://www.waze.com/ul?ll=9.648%2C-84.651&navigate=yes"
"Territorio de Zaguates – Caminá con la manada más feliz del mundo 🐶💛","https://www.waze.com/ul?ll=10.09753%2C-84.153492&navigate=yes"
"TESORO ESCONDIDO - Bajos del Toro","https://www.waze.com/ul?ll=10.22%2C-84.29&navigate=yes"
"Tortuguero 🐢🌿","https://www.waze.com/ul?ll=10.4488767%2C-83.5069226&navigate=yes"
"Unkai","https://www.waze.com/ul?ll=9.82343%2C-84.245203&navigate=yes"
"Ventolera & Pico Blanco - Escazú","https://www.waze.com/ul?ll=9.9105841%2C-84.1642845&navigate=yes"
"Ventolera: El mejor potrero para escaparse en Escazú con picnic y papalotes 🪁☀️","https://www.waze.com/ul?ll=9.896%2C-85.159&navigate=yes"
"Verde Malakita","https://www.waze.com/ul?ll=9.908%2C-84.47&navigate=yes"
"Volcán Barva: Hiking entre neblina, lagunas y senderos épicos a solo 35 km de San José 🌋🌿","https://www.waze.com/ul?ll=10.13%2C-84.126&navigate=yes"
"Volcán Irazú - Sector Prusia","https://www.waze.com/ul?ll=9.9675%2C-83.8822&navigate=yes"
"Volcán Turrialba: Un gigante imponente con vista al infinito 🌋🌿","https://www.waze.com/ul?ll=10.0029697741044%2C-83.7585062548322&navigate=yes"
"Vuelta del Cañón 🌿💦 | Aventura extrema en Bajos del Toro","https://www.waze.com/ul?ll=10.238%2C-84.274&navigate=yes"
